0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xF18E, 0xFFFF, 0xEE75, 0xF18E, 0xD18A, 0xE004, 0xAE55, 0xC188, 0xAD55, 0xC388, 0xD255, 0xE188, 0xED55, 0xF088, 0xDD55, 0xE088, 0xA252, 0xC18C, 0xDDAD, 0xE3DE, 0xE3DE, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x71C7, 0xFFFF, 0xAEBB, 0x71C7, 0x5145, 0x2083, 0xB6DB, 0x0007, 0xB6C5, 0x0003, 0xB15B, 0x0087, 0xB6D7, 0x000F, 0xB6DB, 0x0007, 0x56C5, 0x2003, 0xA93B, 0x76C7, 0x76C7, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xF73F, 0xFF3F, 0xF4E0, 0xF8C0, 0xFFED, 0xC7FF, 0xF7ED, 0x3FED, 0xF7FF, 0xFFED, 0xF7ED, 0xFFFF, 0xF7ED, 0xFFFF, 0xF7ED, 0xFFFF, 0xF7ED, 0xFFFF, 0xF7ED, 0xFFFF, 0xF7C0, 0xFFFF, 0xF7E7, 0xFFFF, 0xF7F2, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x3FFF, 0x1FFF, 0xBABF, 0xF83F, 0xBAB7, 0xBFFE, 0xFAB7, 0xBAB9, 0xBFFF, 0xFAA7, 0xBABF, 0xFFDF, 0xBAB7, 0xFFFF, 0xBAB7, 0xFFFF, 0xBBB7, 0xFFFF, 0x1D77, 0xFFFF, 0x7EF7, 0xBFFF, 0xFD77, 0x7FFF
0x8080, 0xFFFF, 0x4040, 0x9F9F, 0x4040, 0x8080, 0x4040, 0x9F9F, 0x0000, 0x5F5F, 0x2020, 0xCFCF, 0x2020, 0xC5C5, 0x2020, 0xCFCF, 0x1010, 0xA6A6, 0x1010, 0xE7E7, 0x1010, 0x6060, 0x4040, 0xBFBF, 0x2828, 0xEFEF, 0x6C6C, 0xEFEF, 0x3838, 0xFFFF, 0x1010, 0xFFFF
0x8000, 0xFFFF, 0x4000, 0x9FFF, 0x4000, 0x803F, 0x4000, 0x9FC0, 0x0000, 0xDF7F, 0x2000, 0xCFEF, 0x2000, 0xCDB7, 0x2000, 0xCFB7, 0x1000, 0xE6B7, 0x1000, 0xE7D7, 0x1000, 0xE07F, 0x0040, 0xFFAF, 0x2800, 0xEFEF, 0x6C04, 0xEFF7, 0x380C, 0xFFFF, 0x1000, 0xFFFF
0xFEBF, 0xFF7F, 0xFE7F, 0xFFFF, 0xFEBF, 0xFF7F, 0xFEBF, 0xFF7F, 0xFE87, 0xFF7F, 0xFE87, 0xFF7F, 0xF81B, 0xFFFF, 0xE07B, 0xFFFF, 0x81FD, 0xFFFF, 0x8779, 0xFFFF, 0xB7E7, 0xFFFF, 0xD79F, 0xFFFF, 0xCA7F, 0xDFFF, 0xE9FF, 0xFFFF, 0xFFFF, 0xFFFF, 0x0000, 0xFFFF
0xFEBF, 0xFF7F, 0xFE7F, 0xFFFF, 0xFEBF, 0xFF7F, 0xF88F, 0xFF7F, 0xF88F, 0xFF7F, 0xF80F, 0xFFFF, 0xF80F, 0xFFFF, 0xF80F, 0xFFFF, 0xF807, 0xFFFF, 0xFC0F, 0xFBFF, 0xFAAF, 0xFF7F, 0xFB6F, 0xFE3F, 0xFAAF, 0xFF7F, 0xF80F, 0xFFFF, 0xFFFF, 0xFFFF, 0x0000, 0xFFFF
0xFD7F, 0xFEFF, 0xFE7F, 0xFFFF, 0xFD7F, 0xFEFF, 0xFD7F, 0xFEFF, 0xE17F, 0xFEFF, 0xE17F, 0xFEFF, 0xD81F, 0xFFFF, 0xDE07, 0xFFFF, 0xBF81, 0xFFFF, 0x9EE1, 0xFFFF, 0xE7ED, 0xFFFF, 0xF9EB, 0xFFFF, 0xFE53, 0xFFFB, 0xFF97, 0xFFFF, 0xFFFF, 0xFFFF, 0x0000, 0xFFFF
0xEFFF, 0xE3FF, 0xD5FF, 0xDFFF, 0xAAFF, 0xBFFF, 0xD4FF, 0xBFFF, 0xEAFF, 0xBFFF, 0xD4FF, 0xBFFF, 0xE9FF, 0xDFFF, 0xFBFF, 0xE7FF, 0xF7FF, 0xFFFF, 0xF7FF, 0xFFFF, 0xFFFF, 0xF7FF, 0xFFFF, 0xF7FF, 0xF7FF, 0xFFFF, 0xFFFF, 0xFFFF, 0xF7FF, 0xFFFF, 0xFEB7, 0xFEB7
0xFFFF, 0x0000, 0xFE8F, 0x07F0, 0xFD37, 0x1FF8, 0xFA7B, 0x3FFC, 0xF4FB, 0x7FFC, 0xE9F5, 0x7FFE, 0xD06F, 0xFC7E, 0xA01F, 0xF83E, 0x493F, 0xF93E, 0x983F, 0xF83E, 0x3C7F, 0xFC7E, 0xFBFD, 0x7FFE, 0xF7FF, 0x7FFC, 0xEFFB, 0x3FFC, 0xFFF7, 0x1FF8, 0xFFCF, 0x07F0
0xFFFF, 0x0000, 0xFBBF, 0x07C0, 0xFF5F, 0x07E0, 0xFE8F, 0x0FF0, 0xFD2F, 0x0FF0, 0xEA6F, 0x1FF0, 0xF4D7, 0x1EF8, 0xE83F, 0x1C70, 0xF17F, 0x1D70, 0xE47F, 0x1C70, 0xECF7, 0x1EF8, 0xEBEF, 0x1FF0, 0xF7EF, 0x0FF0, 0xFFEF, 0x0FF0, 0xFFDF, 0x07E0, 0xFBBF, 0x07C0
0xFFFF, 0x0000, 0xFD3F, 0x03C0, 0xFFBF, 0x03C0, 0xFF9F, 0x07E0, 0xFFDF, 0x07E0, 0xF7DF, 0x0FE0, 0xFECF, 0x0FF0, 0xFF4F, 0x0EF0, 0xFF7F, 0x0FC0, 0xFF7F, 0x0EC0, 0xFFFF, 0x0EC0, 0xF7DF, 0x0FE0, 0xFFDF, 0x07E0, 0xFF9F, 0x07E0, 0xFFBF, 0x03C0, 0xFD3F, 0x03C0
0xFFFF, 0x0000, 0xFE7F, 0x0180, 0xFFFF, 0x0180, 0xFFFF, 0x0180, 0xFE7F, 0x0180, 0xFFFF, 0x0180, 0xFE7F, 0x0180, 0xFE7F, 0x0180, 0xFFFF, 0x0000, 0xFE7F, 0x0000, 0xFFFF, 0x0000, 0xFE7F, 0x0180, 0xFE7F, 0x0180, 0xFFFF, 0x0180, 0xFE7F, 0x0180, 0xFFFF, 0x0180
0x077D, 0x85B5, 0x07CF, 0x8583, 0x06C3, 0x85C3, 0x0389, 0x80C1, 0x0111, 0x8201, 0x0081, 0x8601, 0x0500, 0x8E00, 0x0CA0, 0x9F10, 0x1E20, 0xBF99, 0x1F48, 0xBFB9, 0x1F69, 0xBFBB, 0x1F72, 0xBFBF, 0x1E77, 0xBFBF, 0x0000, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xFF43, 0xFC07, 0xCFC3, 0xFFC7, 0xFF83, 0xF387, 0xF8C3, 0xB007, 0xDC03, 0x9807, 0xFC43, 0xDC07, 0xFE03, 0xFC07, 0xEF43, 0xFC07, 0xC7E3, 0xD8E7, 0xA8F3, 0xCFB7, 0xF033, 0xE7B7, 0xF15B, 0xF8BF, 0x38BB, 0xFDDF, 0x0003, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0x7FFF, 0x0000, 0xFFFE, 0x0001, 0xFFFE, 0x0001, 0xFFFE, 0x0001, 0xFFFE, 0x0001, 0xFFFE, 0x0001, 0xFFFF, 0x0001, 0xFFFD, 0x0003, 0xFFF9, 0x0007, 0xFFF0, 0x000F, 0xFFE3, 0x001D, 0xFFC5, 0x003B, 0xFF89, 0x0077, 0xFF10, 0x00EF, 0xFE22, 0x01DD, 0x83B8, 0x7FFF
0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0xF800, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0x0000, 0xFFFF, 0x0C00, 0xFFFF, 0x0400, 0xFBFF, 0x000C, 0xFFFF, 0x2004, 0xFFFB, 0x2000, 0xFFFF, 0x7FF0, 0xFFFF, 0xFFF8, 0xFFEF, 0xDEEC, 0xE1F7, 0xBAF7, 0xCF7F, 0xE1FD, 0xBF38, 0xF0FC, 0xFF3B, 0x70B0, 0xFFFF, 0xFD79, 0xFFF6, 0x7C3F, 0xFFFF, 0x3466, 0xFFFF
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x001F, 0xFFFF, 0x00F5, 0xFFFF, 0x01FF, 0xFF35, 0x01F5, 0xFF3F, 0x01FF, 0xFFFF, 0xC3FF, 0xFFFF, 0x301F, 0xFFFF, 0x3FEF, 0xE89F, 0xFFF9, 0xFFFF, 0xE001, 0xFFFF, 0xE3E3, 0xFFFF, 0xC8EB, 0xFFFF
0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0x1160, 0xFFFF, 0x7FE0, 0xFFFF, 0x7FE0, 0xFFFF, 0x7FFC, 0xFFFF, 0x7FFE, 0xFFE3, 0x7FFE, 0xFFE3, 0xFFFF, 0xFFE3, 0xDDEF, 0xFFFF, 0xFFE1, 0xFFFE, 0x807E, 0xFFFF, 0xFFFF, 0xFFFF, 0xF8FE, 0xEFFB, 0xF06C, 0xFFFF
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x7E1E, 0x81E1, 0x0000, 0xFFFF, 0x9FA8, 0x7F57, 0x0000, 0xFFFF, 0x1C84, 0xFFFF, 0x8000, 0xFFFF
0x3800, 0xFFFF, 0x5800, 0xF7FF, 0x8000, 0xFFFF, 0xC000, 0xFFFF, 0xC000, 0xFFFF, 0xC000, 0xFFFF, 0xC000, 0xFFFF, 0xC000, 0xFFFF, 0xC000, 0xFFFF, 0xC000, 0xFFFF, 0xC01C, 0xFFFF, 0xC02C, 0xFFFB, 0xC040, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF
0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF, 0xC060, 0xFFFF
0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000, 0x8FFF, 0x8000
0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F, 0xFFE1, 0x001F
0x6000, 0x6FAF, 0x6000, 0x7777, 0x7000, 0x7AFA, 0x7000, 0x7DFD, 0x7000, 0x7AFA, 0x7000, 0x7777, 0x6000, 0x6FAF, 0x6000, 0x7FDF, 0xE000, 0xEFAF, 0x6000, 0x7777, 0x7000, 0x7AFA, 0x7000, 0x7DFD, 0x7000, 0x7AFA, 0x7000, 0x7777, 0x6000, 0x6FAF, 0x6000, 0x7FDF
0x0000, 0xAFAF, 0x0000, 0x7777, 0x0000, 0xFAFA, 0x0000, 0xFDFD, 0x0000, 0xFAFA, 0x0000, 0x7777, 0x0000, 0xAFAF, 0x0000, 0xDFDF, 0x0000, 0xAFAF, 0x0000, 0x7777, 0x0000, 0xFAFA, 0x0000, 0xFDFD, 0x0000, 0xFAFA, 0x0000, 0x7777, 0x0000, 0xAFAF, 0x0000, 0xDFDF
0x000B, 0xAFAB, 0x0003, 0x7773, 0x0003, 0xFAFB, 0x000B, 0xFDFB, 0x000B, 0xFAFB, 0x0003, 0x7763, 0x0003, 0xAFAB, 0x000B, 0xDFDB, 0x000F, 0xAFAF, 0x0003, 0x7773, 0x0003, 0xFAFB, 0x000B, 0xFDFB, 0x000B, 0xFAFB, 0x0003, 0x7763, 0x0003, 0xAFAB, 0x000B, 0xDFDB
0xFFFF, 0xFFFF, 0x03C0, 0x03C0, 0x7DBF, 0x7FFF, 0x78F8, 0x7DFD, 0x78F8, 0x7AFA, 0x6000, 0x7777, 0x6000, 0x6FAF, 0x6000, 0x7FDF, 0xE000, 0xEFAF, 0x6000, 0x7777, 0x6000, 0x7AFA, 0x6000, 0x7DFD, 0x6000, 0x7AFA, 0x6000, 0x7777, 0x6000, 0x6FAF, 0x6000, 0x7FDF
0x0000, 0xFFFF, 0x0680, 0xFFFF, 0x1D30, 0xFFFF, 0x3A78, 0xFFFF, 0x74F8, 0xFFFF, 0x69F4, 0xFFFF, 0xD06E, 0xFC7F, 0xA01E, 0xF83F, 0x493E, 0xF93F, 0x983E, 0xF83F, 0x3C7E, 0xFC7F, 0x7BFC, 0xFFFF, 0x77FC, 0xFFFF, 0x2FF8, 0xFFFF, 0x1FF0, 0xFFFF, 0x07C0, 0xFFFF
0x0000, 0xFFFF, 0x0380, 0xFFFF, 0x0740, 0xFFFF, 0x0E80, 0xFFFF, 0x0D20, 0xFFFF, 0x0A60, 0xFFFF, 0x14D0, 0xFEFF, 0x0838, 0xFC77, 0x1178, 0xFD77, 0x0478, 0xFC77, 0x0CF0, 0xFEFF, 0x0BE0, 0xFFFF, 0x07E0, 0xFFFF, 0x0FE0, 0xFFFF, 0x07C0, 0xFFFF, 0x0380, 0xFFFF
0x0000, 0xFFFF, 0x0100, 0xFFFF, 0x0380, 0xFFFF, 0x0780, 0xFFFF, 0x07C0, 0xFFFF, 0x07C0, 0xFFFF, 0x0EC0, 0xFFFF, 0x0F40, 0xFEFF, 0x0F70, 0xFFCF, 0x0F40, 0xFECF, 0x0FF0, 0xFECF, 0x07C0, 0xFFFF, 0x07C0, 0xFFFF, 0x0780, 0xFFFF, 0x0380, 0xFFFF, 0x0100, 0xFFFF
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0180, 0xFFFF, 0x0180, 0xFFFF, 0x0000, 0xFFFF, 0x0180, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFE7F, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0180, 0xFFFF, 0x0000, 0xFFFF, 0x0180, 0xFFFF
0x0000, 0xFFFF, 0x0080, 0xFFFF, 0x01C0, 0xFFFF, 0x01E0, 0xFFFF, 0x03E0, 0xFFFF, 0x03E0, 0xFFFF, 0x0370, 0xFFFF, 0x02F0, 0xFF7F, 0x0EF0, 0xF3FF, 0x02F0, 0xF37F, 0x0FF0, 0xF37F, 0x03E0, 0xFFFF, 0x03E0, 0xFFFF, 0x01E0, 0xFFFF, 0x01C0, 0xFFFF, 0x0080, 0xFFFF
0x0000, 0xFFFF, 0x01C0, 0xFFFF, 0x02E0, 0xFFFF, 0x0170, 0xFFFF, 0x04B0, 0xFFFF, 0x0650, 0xFFFF, 0x0B28, 0xFF7F, 0x1C10, 0xEE3F, 0x1E88, 0xEEBF, 0x1E20, 0xEE3F, 0x0F30, 0xFF7F, 0x07D0, 0xFFFF, 0x07E0, 0xFFFF, 0x07F0, 0xFFFF, 0x03E0, 0xFFFF, 0x01C0, 0xFFFF
0x0000, 0xFFFF, 0x0000, 0xFFBF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFBFD, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xDFFF, 0x0000, 0xDFBF, 0x0000, 0x271F, 0x0000, 0xDFBF, 0x0000, 0xDFFF
0x0040, 0xFFBF, 0x00A0, 0xFF5F, 0x0040, 0xFFBF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFBFF, 0x0000, 0xF1FD, 0x0000, 0xFBFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFBF, 0x0000, 0xFFBF, 0x0000, 0xDE4F, 0x0000, 0xFFBF, 0x0000, 0xFFBF
0x0080, 0xFF7F, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xF7FF, 0x0000, 0xF7FB, 0x0000, 0xC9F1, 0x0600, 0xF0FB, 0x0000, 0xF7FF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0200, 0xFFFF, 0x0020, 0xBF5F, 0x0000, 0xFFFF, 0x2000, 0xFFFF, 0x0000, 0xFFFF
0x0031, 0xFFF1, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x7E3F, 0x81FB, 0x003B, 0xFFFB, 0x9FBF, 0x7F7B, 0x003B, 0xFFFB, 0x1CBF, 0xFFFB, 0x803B, 0xFFFB
0xFFBF, 0x0040, 0xFF1F, 0x00A0, 0xFFBF, 0x0040, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFBFD, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xDFFF, 0x0000, 0xDFBF, 0x0000, 0x271F, 0x0000, 0xDFBF, 0x0000, 0xDFFF, 0x0000
0xFFFF, 0x0000, 0xFEEF, 0x0110, 0xFFFF, 0x0000, 0xFFBF, 0x0040, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFBFF, 0x0000, 0xF1FD, 0x0000, 0xFBFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFBF, 0x0000, 0xFFBF, 0x0000, 0xDE4F, 0x0000, 0xFFBF, 0x0000, 0xFFBF, 0x0000
0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xF7FF, 0x0000, 0xF7FB, 0x0000, 0xC9F1, 0x0000, 0xF6FB, 0x0000, 0xF7EF, 0x0010, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0200, 0xBF7F, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x2000, 0xFFFF, 0x0000
0xFFFF, 0xFFFF, 0xFFE1, 0xFFFF, 0xFFC0, 0xFFFF, 0xFF9E, 0xFFE1, 0xFF21, 0xFFC0, 0xFF2E, 0xFFC0, 0xFF2A, 0xFFC4, 0xFF2E, 0xFFC0, 0xFF21, 0xFFC0, 0xFF2E, 0xFFC0, 0xFF2A, 0xFFC4, 0xFF2E, 0xFFC0, 0xFF21, 0xFFC0, 0xE19E, 0xFFE1, 0xC000, 0xFFFF, 0x9E78, 0xE187
0xFFFF, 0xFFFF, 0xBDD0, 0xFFFF, 0x1880, 0xFFFF, 0x422F, 0xBDD0, 0xA550, 0x1880, 0xA557, 0x1880, 0xA557, 0x1880, 0xA550, 0x1880, 0xA557, 0x1880, 0xA554, 0x1883, 0xA554, 0x1883, 0xBDD7, 0x0000, 0x8630, 0x0000, 0x79CF, 0x8630, 0x0000, 0xFFFF, 0xE745, 0x18BA
0xFFFF, 0xFFFF, 0xC3FF, 0xFFFF, 0x01FF, 0xFFFF, 0x3CFF, 0xC3FF, 0xC27F, 0x01FF, 0xBCFF, 0x03FF, 0xA1FF, 0x1FFF, 0xB9FF, 0x07FF, 0x44FF, 0x83FF, 0x3A7F, 0xC1FF, 0x0A7F, 0xF1FF, 0x7A7F, 0x81FF, 0x84FF, 0x03FF, 0x78E3, 0x87FF, 0x0041, 0xFFFF, 0xEF1C, 0x10E3
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xF76D, 0xFFFF, 0xEA92, 0xF76D, 0xD56D, 0xE200, 0xD26D, 0xE000, 0xD56D, 0xE000, 0xD76D, 0xE000, 0xD56D, 0xE200, 0xD56D, 0xE200, 0xD552, 0xE221, 0xEAAD, 0xF773, 0xF773, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xC6E7, 0xFFFF, 0xB95B, 0xC6E7, 0x46A5, 0x8043, 0xBADB, 0x0407, 0xB2D7, 0x0C0F, 0x4AD7, 0x840F, 0x36D7, 0xC00F, 0x76DB, 0x8007, 0x8AA5, 0x0443, 0x755B, 0x8EE7, 0x8EE7, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0022, 0x0001, 0x002C, 0x0003, 0x002D, 0x0003, 0x0021, 0x001F, 0xFFFF, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0xFFFF, 0xFFFF, 0x03C0, 0x03C0, 0xFDBF, 0xFFFF, 0xF8F8, 0xFDFD, 0xF8F8, 0xFAFA, 0x0000, 0x7777, 0x0000, 0xAFAF, 0x0000, 0xDFDF, 0x0000, 0xAFAF, 0x0000, 0x7777, 0x0000, 0xFAFA, 0x0000, 0xFDFD, 0x0000, 0xFAFA, 0x0000, 0x7777, 0x0000, 0xAFAF, 0x0000, 0xDFDF
0xFFFF, 0xFFFF, 0x03C1, 0x03C1, 0xFDBF, 0xFFFF, 0xF8FB, 0xFDFB, 0xF8FB, 0xFAFB, 0x0003, 0x7773, 0x0003, 0xAFAB, 0x0007, 0xDFDF, 0x0003, 0xAFAB, 0x0003, 0x7773, 0x0003, 0xFAFB, 0x0003, 0xFDFB, 0x0003, 0xFAFB, 0x0003, 0x7773, 0x0003, 0xAFAB, 0x0003, 0xDFDB
0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000
0xFFFF, 0xFFBF, 0xFEAF, 0xFF5F, 0xFFFF, 0xFFBF, 0xFFBF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFBFF, 0xFBFF, 0xF1FD, 0xF1FD, 0xFBFF, 0xFBFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFBF, 0xFFBF, 0xFFBF, 0xFFBF, 0xDE0F, 0xDE4F, 0xFFBF, 0xFFBF, 0xFFBF, 0xFFBF
0xFFFF, 0xFF7F, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xF7FF, 0xF7FF, 0xF7FB, 0xF7FB, 0xC1F1, 0xC9F1, 0xF6FB, 0xF0FB, 0xF7EF, 0xF7FF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xBF7F, 0xBF5F, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0x7FFF, 0x0000, 0x8000, 0x7FFF, 0x8000, 0x7FFF, 0x9FFC, 0x4003, 0xA000, 0x5FFF, 0xA000, 0x5FFF, 0xA000, 0x5FFF, 0xA000, 0x5FFF, 0xA000, 0x5FFF, 0xA000, 0x5FFF, 0xA000, 0x5FFF, 0xA000, 0x5FFF, 0x8000, 0x7FFF, 0x80A8, 0x7FFF, 0x8000, 0x7FFF, 0x0000, 0xFFFF
0xB00B, 0x7FF7, 0xB00B, 0x7FF7, 0xB00B, 0x7FF7, 0x9FEB, 0x6017, 0xBFFB, 0x7FF7, 0xB00B, 0x7FF7, 0xB00B, 0x7FF7, 0xB00B, 0x7FF7, 0xB00B, 0x7FF7, 0xB00B, 0x7FF7, 0xB00B, 0x7FF7, 0x9FEB, 0x6017, 0xBFFB, 0x7FF7, 0xB00B, 0x7FF7, 0xB00B, 0x7FF7, 0xB00B, 0x7FF7
0x3003, 0x3FF3, 0x7007, 0x3FF3, 0x7007, 0x3FF3, 0x7007, 0x3FF3, 0x7007, 0x3FF3, 0x7007, 0x3FF3, 0x7007, 0x3FF3, 0x7007, 0x3FF3, 0x7007, 0x3FF3, 0x7007, 0x3FF3, 0xB00B, 0x7FF7, 0x9FEB, 0x6017, 0xBFFB, 0x7FF7, 0xB00B, 0x7FF7, 0xB00B, 0x7FF7, 0xB00B, 0x7FF7
0xFFF7, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFF7, 0xFFFF, 0x9277, 0xFFFF, 0x7FFD, 0x0003, 0x8000, 0x7FFE, 0xBF00, 0x40FE, 0xA000, 0x5FFF, 0xA000, 0x5FFF, 0xA031, 0x5FFF, 0x8001, 0x7FFF, 0x0001, 0xFFFF
